1498;57405575;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588676;KÚ: Èeské leby;7149;Èeské leby;-801616.5;-1170290.94;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: Raselinik, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1499;57405574;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588675;KÚ: Èeské leby;7149;Èeské leby;-801620.03;-1170271.89;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: Vrby, Mravenci se pohybuji : na, Hnizdo vegetace: Raselinik, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1500;57405573;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588674;KÚ: Èeské leby;7149;Èeské leby;-801627.11;-1170266.18;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1501;57405572;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588673;KÚ: Èeské leby;7149;Èeské leby;-801646.8;-1170283.55;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Raselinik, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1502;57405571;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588672;KÚ: Èeské leby;7149;Èeské leby;-801655.25;-1170263.41;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: Vrby, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1503;57405570;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588671;KÚ: Èeské leby;7149;Èeské leby;-801655.96;-1170264.05;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: Vrby, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1504;57405569;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588670;KÚ: Èeské leby;7148;Èeské leby;-805010.82;-1168169.07;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: Nad20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1505;57405568;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588669;KÚ: Èeské leby;7148;Èeské leby;-805016.98;-1168173.22;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: Nad20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1506;57405567;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588668;KÚ: Èeské leby;7148;Èeské leby;-805026.24;-1168182.55;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Raselinik, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ne;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1507;57405566;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588667;KÚ: Èeské leby;7148;Èeské leby;-805027.88;-1168174.26;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1508;57405565;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588666;KÚ: Èeské leby;7148;Èeské leby;-805030.12;-1168176.93;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1509;57405564;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588665;KÚ: Èeské leby;7148;Èeské leby;-805039.94;-1168182.43;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1510;57405563;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588664;KÚ: Èeské leby;7148;Èeské leby;-805042.89;-1168185.74;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: Vrby, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1511;57405562;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588663;KÚ: Èeské leby;7148;Èeské leby;-805044.69;-1168189.6;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: Vrby, Mravenci se pohybuji : na, Hnizdo vegetace: Raselinik, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ne;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1512;57405561;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588663;KÚ: Èeské leby;7148;Èeské leby;-805044.69;-1168189.6;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: Vrby, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1513;57405560;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588662;KÚ: Èeské leby;7148;Èeské leby;-805048.07;-1168192.48;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: Vrby, Mravenci se pohybuji : na, Hnizdo vegetace: Raselinik, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1514;57405559;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588661;KÚ: Èeské leby;7148;Èeské leby;-805054.36;-1168194.94;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: Vrby, Mravenci se pohybuji : na, Hnizdo vegetace: Raselinik, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ne;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1515;57405558;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588660;KÚ: Èeské leby;7148;Èeské leby;-805063.9;-1168194.29;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: Vrby, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1516;57405557;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588659;KÚ: Èeské leby;7148;Èeské leby;-805095.29;-1168205.45;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: Brizy, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1517;57405556;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588659;KÚ: Èeské leby;7148;Èeské leby;-805095.29;-1168205.45;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: Brizy, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1518;57405555;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588658;KÚ: Èeské leby;7148;Èeské leby;-805094.88;-1168206.82;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: Vrby, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1519;57405554;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588657;KÚ: Èeské leby;7148;Èeské leby;-805108.66;-1168222.61;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1520;57405553;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588656;KÚ: Èeské leby;7148;Èeské leby;-805117.05;-1168241.99;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1521;57405552;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588655;KÚ: Èeské leby;7148;Èeské leby;-805150.34;-1168262.8;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1522;57405551;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588654;KÚ: Èeské leby;7148;Èeské leby;-805150.83;-1168262.73;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1523;57405550;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588653;KÚ: Èeské leby;7148;Èeské leby;-805153.28;-1168265.18;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: Vrby, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ne;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1524;57405549;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588652;KÚ: Èeské leby;7148;Èeské leby;-805114.85;-1168274.34;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostatni, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1525;57405548;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588651;KÚ: Èeské leby;7148;Èeské leby;-805103.47;-1168268.32;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1526;57405547;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588650;KÚ: Èeské leby;7148;Èeské leby;-805094.29;-1168257.86;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1527;57405546;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588649;KÚ: Èeské leby;7148;Èeské leby;-805092.81;-1168254.52;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Raselinik, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ne;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1528;57405545;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588648;KÚ: Èeské leby;7148;Èeské leby;-805102.05;-1168250.92;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1529;57405544;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588648;KÚ: Èeské leby;7148;Èeské leby;-805102.05;-1168250.92;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1530;57405543;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588647;KÚ: Èeské leby;7148;Èeské leby;-805102.1;-1168249.6;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1531;57405542;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588646;KÚ: Èeské leby;7148;Èeské leby;-805108.75;-1168248.63;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1532;57405541;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588645;KÚ: Èeské leby;7148;Èeské leby;-805111.92;-1168248.36;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ne;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1533;57405540;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588644;KÚ: Èeské leby;7148;Èeské leby;-805100.95;-1168202.75;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: Vrby, Mravenci se pohybuji : na, Hnizdo vegetace: Raselinik, Velikost hnizda: 10-20cm, Nachází se v hnízdì solárium? ne;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1534;57405539;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588643;KÚ: Èeské leby;7148;Èeské leby;-805097.45;-1168209.26;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ne;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1535;57405538;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588642;KÚ: Èeské leby;7148;Èeské leby;-805098.86;-1168216.36;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1536;57405537;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588641;KÚ: Èeské leby;7148;Èeské leby;-805098.34;-1168215.31;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1537;57405536;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230718;20230718;;9588640;KÚ: Èeské leby;7148;Èeské leby;-805009.59;-1168212.33;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: TravniBulty, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Ostrice, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ne;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1538;57405535;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230714;20230714;;9588639;KÚ: Prášily;6846;Prášily;-830685.99;-1141041.91;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: Raselinik, Dominanta døevinného patra: Brizy, Mravenci se pohybuji : na, Hnizdo vegetace: Raselinik, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ne;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
1539;57405534;Formica picea;mravenec rašelinnı;Blanokøídlí;Vojtìch Oldøich;20230714;20230714;;9588638;KÚ: Prášily;6846;Prášily;-830669.23;-1141030.38;Vojtìch Oldøich (2023) Monitoring Formica picea.;0;1;0;hnízda;;;;0;Dominanta bylinného nebo mechového patra: Raselinik, Dominanta døevinného patra: BezDrevinneVegetace, Mravenci se pohybuji : na, Hnizdo vegetace: Raselinik, Velikost hnizda: Do10cm, Nachází se v hnízdì solárium? ano;;;;Sbìr floristickıch a faunistickıch nálezù;NP a CHKO Šumava: Databáze nálezù;Vojtìch Oldøich;0;;;;;O;;VU;;;;1;20231219
